Rank,Publisher
7819,Activision
7820,Electronic Arts
7821,PopCap Games
7822,Electronic Arts
7823,Konami Digital Entertainment
7824,Acclaim Entertainment
7825,Konami Digital Entertainment
7826,Konami Digital Entertainment
7827,Midway Games
7828,Ubisoft
7829,SSI
7830,Human Entertainment
7831,Namco Bandai Games
7832,Sega
7833,505 Games
7834,Koch Media
7835,Ubisoft
7836,Rondomedia
7837,THQ
7838,Namco Bandai Games
7839,Sega
7840,Sony Computer Entertainment
7841,Ignition Entertainment
7842,Capcom
7843,THQ
7844,Sony Computer Entertainment
7845,Konami Digital Entertainment
7846,THQ
7847,Level 5
7848,THQ
7849,Electronic Arts
7850,Kadokawa Games
7851,THQ
7852,Sony Computer Entertainment
7853,Electronic Arts
7854,Ubisoft
7855,Konami Digital Entertainment
7856,Microsoft Game Studios
7857,Electronic Arts
7858,Activision
7859,Sony Computer Entertainment
7860,Idea Factory
7861,GT Interactive
7862,GT Interactive
7863,Video System
7864,Compile
7865,Imagineer
7866,GT Interactive
7867,NewKidCo
7868,Nintendo
7869,Performance Designed Products
7870,Namco Bandai Games
7871,Ubisoft
7872,Electronic Arts
7873,Konami Digital Entertainment
7874,Deep Silver
7875,Ubisoft
7876,Activision
7877,Electronic Arts
7878,Spike
7879,Mindscape
7880,Electronic Arts
7881,Take-Two Interactive
7882,Sega
7883,Tecmo Koei
7884,THQ
7885,Konami Digital Entertainment
7886,Media Rings
7887,Eidos Interactive
7888,Xseed Games
7889,Namco Bandai Games
7890,D3Publisher
7891,505 Games
7892,Ubisoft
7893,Universal Interactive
7894,Sony Computer Entertainment
7895,Activision
7896,Ubisoft
7897,Electronic Arts
7898,Activision
7899,Sega
7900,Atari
7901,Namco Bandai Games
7902,Sega
7903,Nintendo
7904,Astragon
7905,Vivendi Games
7906,Mattel Interactive
7907,Crave Entertainment
7908,Storm City Games
7909,Sony Computer Entertainment
7910,Majesco Entertainment
7911,Accolade
7912,Sega
7913,Tecmo Koei
7914,Electronic Arts
7915,Activision
7916,Namco Bandai Games
7917,Nintendo
7918,Namco Bandai Games
7919,Namco Bandai Games
7920,Activision
7921,Ubisoft
7922,Acclaim Entertainment
7923,JoWood Productions
7924,SouthPeak Games
7925,505 Games
7926,Konami Digital Entertainment
7927,THQ
7928,Namco Bandai Games
7929,Nintendo
7930,Sony Computer Entertainment
7931,Hect
7932,Codemasters
7933,Hudson Soft
7934,Tecmo Koei
7935,Asylum Entertainment
7936,Namco Bandai Games
7937,Nordic Games
7938,Unknown
7939,Disney Interactive Studios
7940,Sony Computer Entertainment Europe
7941,Zoo Games
7942,Namco Bandai Games
7943,Namco Bandai Games
7944,Mastiff
7945,Vivendi Games
7946,D3Publisher
7947,Nintendo
7948,Ubisoft
7949,Core Design Ltd.
7950,Disney Interactive Studios
7951,Activision
7952,Konami Digital Entertainment
7953,Namco Bandai Games
7954,Seta Corporation
7955,
7956,Electronic Arts
7957,Konami Digital Entertainment
7958,Vivendi Games
7959,Accolade
7960,Marvelous Interactive
7961,Sony Computer Entertainment
7962,505 Games
7963,Capcom
7964,Namco Bandai Games
7965,Metro 3D
7966,Activision
7967,Capcom
7968,Sega
7969,Activision
7970,THQ
7971,Konami Digital Entertainment
7972,Tecmo Koei
7973,Eidos Interactive
7974,Activision
7975,Sega
7976,Electronic Arts
7977,Microsoft Game Studios
7978,Level 5
7979,Nintendo
7980,Namco Bandai Games
7981,Activision
7982,D3Publisher
7983,Tecmo Koei
7984,Sega
7985,Black Bean Games
7986,Tecmo Koei
7987,Electronic Arts
7988,Ubisoft
7989,Microsoft Game Studios
7990,Midway Games
7991,Sony Online Entertainment
7992,Activision
7993,Midway Games
7994,THQ
7995,Namco Bandai Games
7996,Sega
7997,Sony Computer Entertainment
7998,Warner Bros. Interactive Entertainment
7999,Take-Two Interactive
8000,Vivendi Games
8001,Namco Bandai Games
8002,Electronic Arts
8003,Konami Digital Entertainment
8004,Ubisoft
8005,505 Games
8006,BAM! Entertainment
8007,THQ
8008,Ubisoft
8009,Atari
8010,Take-Two Interactive
8011,Milestone S.r.l.
8012,LucasArts
8013,Electronic Arts
8014,Vivendi Games
8015,Rising Star Games
8016,MTV Games
8017,Victor Interactive
8018,Take-Two Interactive
8019,Square Enix
8020,Electronic Arts
8021,Tecmo Koei
8022,Electronic Arts
8023,Sony Computer Entertainment
8024,Disney Interactive Studios
8025,Midway Games
8026,505 Games
8027,Tecmo Koei
8028,Banpresto
8029,Take-Two Interactive
8030,Jaleco
8031,Nippon Ichi Software
8032,THQ
8033,Microsoft Game Studios
8034,TDK Core
8035,Take-Two Interactive
8036,Konami Digital Entertainment
8037,Activision
8038,Atari
8039,Nintendo
8040,Sony Computer Entertainment
8041,Atari
8042,THQ
8043,Ubisoft
8044,Midway Games
8045,Konami Digital Entertainment
8046,Unknown
8047,Infogrames
8048,Eidos Interactive
8049,Activision
8050,Capcom
8051,Konami Digital Entertainment
8052,Namco Bandai Games
8053,Sony Computer Entertainment
8054,Gathering of Developers
8055,Square Enix
8056,Atari
8057,DTP Entertainment
8058,Ubisoft
8059,Konami Digital Entertainment
8060,Sega
8061,Sega
8062,Activision
8063,Sony Computer Entertainment
8064,Activision
8065,Warner Bros. Interactive Entertainment
8066,Activision
8067,Activision
8068,Nordic Games
8069,Capcom
8070,Disney Interactive Studios
8071,Activision
8072,Ubisoft
8073,Nippon Ichi Software
8074,PlayV
8075,Electronic Arts
8076,Atlus
8077,Warner Bros. Interactive Entertainment
8078,Capcom
8079,Nintendo
8080,Namco Bandai Games
8081,Brash Entertainment
8082,Infogrames
8083,Arc System Works
8084,Konami Digital Entertainment
8085,D3Publisher
8086,Sega
8087,Banpresto
8088,Unknown
8089,Nippon Ichi Software
8090,Empire Interactive
8091,Sony Computer Entertainment
8092,Activision
8093,Capcom
8094,Genki
8095,ASCII Entertainment
8096,Electronic Arts
8097,Warner Bros. Interactive Entertainment
8098,Activision
8099,Disney Interactive Studios
8100,NewKidCo
8101,Acclaim Entertainment
8102,Konami Digital Entertainment
8103,Compile Heart
8104,Midway Games
8105,Banpresto
8106,Activision
8107,Sega
8108,Namco Bandai Games
8109,Electronic Arts
8110,SouthPeak Games
8111,Ubisoft
8112,Sega
8113,Sega
8114,Empire Interactive
8115,Activision
8116,Sega
8117,Namco Bandai Games
8118,Square Enix
8119,Namco Bandai Games
8120,Nintendo
8121,Activision
8122,THQ
8123,THQ
8124,Sony Computer Entertainment
8125,Activision
8126,Sega
8127,Activision
8128,Crave Entertainment
8129,Ubisoft
8130,Electronic Arts
8131,Sega
8132,Bethesda Softworks
8133,Zoo Digital Publishing
8134,Zoo Digital Publishing
8135,Tecmo Koei
8136,Electronic Arts
8137,Konami Digital Entertainment
8138,Unknown
8139,Eidos Interactive
8140,Bethesda Softworks
8141,UFO Interactive
8142,Konami Digital Entertainment
8143,Activision
8144,Electronic Arts
8145,Namco Bandai Games
8146,Atari
8147,Infogrames
8148,Tecmo Koei
8149,Midway Games
8150,Ignition Entertainment
8151,Ubisoft
8152,Destineer
8153,THQ
8154,Activision Value
8155,DTP Entertainment
8156,Take-Two Interactive
8157,Namco Bandai Games
8158,Sony Computer Entertainment
8159,Unknown
8160,Nippon Ichi Software
8161,Global Star
8162,505 Games
8163,Eidos Interactive
8164,THQ
8165,Take-Two Interactive
8166,Konami Digital Entertainment
8167,Electronic Arts
8168,Namco Bandai Games
8169,Unknown
8170,Namco Bandai Games
8171,THQ
8172,Electronic Arts
8173,Atari
8174,Namco Bandai Games
8175,Electronic Arts
8176,Capcom
8177,Sega
8178,Ubisoft
8179,Global Star
8180,Zoo Games
8181,Midway Games
8182,Sega
8183,Disney Interactive Studios
8184,Namco Bandai Games
8185,Konami Digital Entertainment
8186,THQ
8187,GameMill Entertainment
8188,LucasArts
8189,Empire Interactive
8190,LEGO Media
8191,Take-Two Interactive
8192,Electronic Arts
8193,THQ
8194,Atari
8195,Electronic Arts
8196,THQ
8197,Banpresto
8198,Konami Digital Entertainment
8199,Electronic Arts
8200,Namco Bandai Games
8201,THQ
8202,THQ
8203,Sega
8204,Ubisoft
8205,Disney Interactive Studios
8206,Unknown
8207,Konami Digital Entertainment
8208,Ubisoft Annecy
8209,Midway Games
8210,Disney Interactive Studios
8211,Codemasters
8212,Sony Computer Entertainment
8213,Ubisoft
8214,Midas Interactive Entertainment
8215,Sega
8216,Konami Digital Entertainment
8217,Konami Digital Entertainment
8218,Warner Bros. Interactive Entertainment
8219,LucasArts
8220,Ubisoft
8221,Mattel Interactive
8222,Capcom
8223,Konami Digital Entertainment
8224,Sega
8225,Unknown
8226,Idea Factory International
8227,BAM! Entertainment
8228,Playlogic Game Factory
8229,Natsume
8230,THQ
8231,3DO
8232,Ubisoft
8233,Disney Interactive Studios
8234,Telltale Games
8235,Microsoft Game Studios
8236,Atari
8237,Acclaim Entertainment
8238,Konami Digital Entertainment
8239,Crave Entertainment
8240,Essential Games
8241,Activision
8242,Take-Two Interactive
8243,Spike
8244,Square Enix
8245,Sony Computer Entertainment
8246,DTP Entertainment
8247,Namco Bandai Games
8248,Midway Games
8249,Microsoft Game Studios
8250,SNK
8251,Square Enix
8252,Activision
8253,Adeline Software
8254,505 Games
8255,Destineer
8256,Namco Bandai Games
8257,Sony Computer Entertainment
8258,Electronic Arts
8259,Performance Designed Products
8260,Electronic Arts
8261,Sega
8262,Vivendi Games
8263,Funcom
8264,Take-Two Interactive
8265,Activision
8266,Activision
8267,Vivendi Games
8268,Sony Computer Entertainment
8269,Namco Bandai Games
8270,Activision
8271,Konami Digital Entertainment
8272,Virgin Interactive
8273,Microsoft Game Studios
8274,Warner Bros. Interactive Entertainment
8275,Electronic Arts
8276,Nintendo
8277,Sony Computer Entertainment
8278,Konami Digital Entertainment
8279,SNK
8280,Namco Bandai Games
8281,Scholastic Inc.
8282,Namco Bandai Games
8283,Namco Bandai Games
8284,ChunSoft
8285,SouthPeak Games
8286,Midway Games
8287,Vivendi Games
8288,D3Publisher
8289,Play It
8290,Jaleco
8291,THQ
8292,Take-Two Interactive
8293,Atari
8294,3DO
8295,Deep Silver
8296,Microsoft Game Studios
8297,THQ
8298,Atari
8299,Capcom
8300,Warner Bros. Interactive Entertainment
8301,Take-Two Interactive
8302,Microsoft Game Studios
8303,Sony Computer Entertainment
8304,Midway Games
8305,Square Enix
8306,Namco Bandai Games
8307,UFO Interactive
8308,Namco Bandai Games
8309,Warner Bros. Interactive Entertainment
8310,THQ
8311,Namco Bandai Games
8312,Activision
8313,D3Publisher
8314,Sony Computer Entertainment
8315,Unknown
8316,Interplay
8317,Codemasters
8318,Electronic Arts
8319,Konami Digital Entertainment
8320,Genki
8321,Agetec
8322,Activision
8323,Atari
8324,Deep Silver
8325,Eidos Interactive
8326,Sony Computer Entertainment
8327,Sony Computer Entertainment
8328,Activision
8329,Electronic Arts
8330,Activision
8331,Atari
8332,
8333,Mumbo Jumbo
8334,Game Factory
8335,Playlogic Game Factory
8336,Universal Interactive
8337,Capcom
8338,Konami Digital Entertainment
8339,Midway Games
8340,Hudson Soft
8341,Acclaim Entertainment
8342,Electronic Arts
8343,
8344,Majesco Entertainment
8345,Nintendo
8346,Nippon Ichi Software
8347,Spike
8348,Namco Bandai Games
8349,Disney Interactive Studios
8350,Kadokawa Shoten
8351,Disney Interactive Studios
8352,Take-Two Interactive
8353,Konami Digital Entertainment
8354,Panther Software
8355,Ubisoft
8356,Electronic Arts
8357,Ubisoft
8358,Telegames
8359,Namco Bandai Games
8360,Capcom
8361,THQ
8362,Tecmo Koei
8363,Konami Digital Entertainment
8364,Konami Digital Entertainment
8365,Microsoft Game Studios
8366,Electronic Arts
8367,Activision
8368,GameMill Entertainment
8369,Blast! Entertainment Ltd
8370,
8371,Disney Interactive Studios
8372,Rising Star Games
8373,Hudson Soft
8374,Atari
8375,3DO
8376,Capcom
8377,Gremlin Interactive Ltd
8378,Ubisoft
8379,Milestone S.r.l.
8380,Electronic Arts
8381,Activision
8382,Disney Interactive Studios
8383,Electronic Arts
8384,Namco Bandai Games
8385,TDK Mediactive
8386,SquareSoft
8387,Sony Computer Entertainment
8388,Infogrames
8389,Hasbro Interactive
8390,Gremlin Interactive Ltd
8391,Ubisoft
8392,Take-Two Interactive
8393,Namco Bandai Games
8394,Crystal Dynamics
8395,Activision
8396,Electronic Arts
8397,THQ
8398,Nintendo
8399,Human Entertainment
8400,Ubisoft
8401,Ubisoft
8402,Konami Digital Entertainment
8403,Capcom
8404,Mindscape
8405,Sony Computer Entertainment
8406,Nintendo
8407,Atlus
8408,505 Games
8409,Konami Digital Entertainment
8410,Acclaim Entertainment
8411,Sega
8412,Konami Digital Entertainment
8413,Eidos Interactive
8414,Ignition Entertainment
8415,Midway Games
8416,Tecmo Koei
8417,Hudson Soft
8418,Activision
8419,Ubisoft
8420,Focus Home Interactive
8421,THQ
8422,BAM! Entertainment
8423,Tecmo Koei
8424,505 Games
8425,Take-Two Interactive
8426,Hudson Soft
8427,Game Life
8428,Nintendo
8429,Square Enix
8430,505 Games
8431,Eidos Interactive
8432,Nippon Columbia
8433,Deep Silver
8434,Activision
8435,LucasArts
8436,Sega
8437,Midway Games
8438,Vivendi Games
8439,DSI Games
8440,Namco Bandai Games
8441,Namco Bandai Games
8442,Sony Computer Entertainment
8443,Vivendi Games
8444,Capcom
8445,NCSoft
8446,Namco Bandai Games
8447,Activision
8448,IE Institute
8449,Konami Digital Entertainment
8450,Marvelous Interactive
8451,Nintendo
8452,Nintendo
8453,Electronic Arts
8454,Sega
8455,Empire Interactive
8456,Namco Bandai Games
8457,Electronic Arts
8458,Activision
8459,Parker Bros.
8460,Avalon Interactive
8461,Mattel Interactive
8462,Konami Digital Entertainment
8463,LucasArts
8464,Compile Heart
8465,Atari
8466,Namco Bandai Games
8467,Take-Two Interactive
8468,Sony Computer Entertainment
8469,Sega
8470,Atari
8471,Sony Computer Entertainment
8472,LucasArts
8473,Popcorn Arcade
8474,THQ
8475,Tecmo Koei
8476,Activision
8477,Codemasters
8478,Fox Interactive
8479,Sony Computer Entertainment
8480,Take-Two Interactive
8481,Activision
8482,Codemasters
8483,THQ
8484,Neko Entertainment
8485,Electronic Arts
8486,Square Enix
8487,Ignition Entertainment
8488,Sega
8489,Sega
8490,Electronic Arts
8491,Majesco Entertainment
8492,Konami Digital Entertainment
8493,Namco Bandai Games
8494,PlayV
8495,TDK Mediactive
8496,Nintendo
8497,Infogrames
8498,Hudson Soft
8499,THQ
8500,Atari
8501,Tecmo Koei
8502,Namco Bandai Games
8503,Activision
8504,Vir2L Studios
8505,
8506,Activision
8507,Unknown
8508,Sammy Corporation
8509,Konami Digital Entertainment
8510,Disney Interactive Studios
8511,Atari
8512,Sega
8513,Ubisoft
8514,Falcom Corporation
8515,Ubisoft Annecy
8516,Sony Computer Entertainment
8517,Disney Interactive Studios
8518,DTP Entertainment
8519,Namco Bandai Games
8520,Midway Games
8521,THQ
8522,Sega
8523,Victor Interactive
8524,Gremlin Interactive Ltd
8525,Atari
8526,Ubisoft
8527,Activision
8528,Take-Two Interactive
8529,Konami Digital Entertainment
8530,Tecmo Koei
8531,ChunSoft
8532,Namco Bandai Games
8533,Vivendi Games
8534,505 Games
8535,Atari
8536,Majesco Entertainment
8537,Deep Silver
8538,Electronic Arts
8539,Midway Games
8540,Midway Games
8541,Ubisoft
8542,D3Publisher
8543,Nintendo
8544,Activision
8545,Ubisoft
8546,Activision
8547,Konami Digital Entertainment
8548,Acclaim Entertainment
8549,Konami Digital Entertainment
8550,Activision Value
8551,Tecmo Koei
8552,Activision
8553,THQ
8554,Konami Digital Entertainment
8555,Infogrames
8556,Take-Two Interactive
8557,D3Publisher
8558,Vivendi Games
8559,Vivendi Games
8560,Banpresto
8561,Konami Digital Entertainment
8562,Konami Digital Entertainment
8563,Activision
8564,Infogrames
8565,Namco Bandai Games
8566,Konami Digital Entertainment
8567,Midway Games
8568,Play It
8569,Sony Online Entertainment
8570,Vivendi Games
8571,Activision
8572,Ignition Entertainment
8573,Asylum Entertainment
8574,Square Enix
8575,Ubisoft
8576,Majesco Entertainment
8577,Imagineer
8578,Take-Two Interactive
8579,Capcom
8580,Take-Two Interactive
8581,THQ
8582,Aques
8583,Ocean
8584,Crave Entertainment
8585,BAM! Entertainment
8586,Konami Digital Entertainment
8587,Ubisoft
8588,Midway Games
8589,Activision
8590,Nintendo
8591,THQ
8592,Ubisoft
8593,Midway Games
8594,Enix Corporation
8595,Namco Bandai Games
8596,Ubisoft
8597,Namco Bandai Games
8598,TDK Core
8599,Rising Star Games
8600,Ubisoft
8601,Namco Bandai Games
8602,Vivendi Games
8603,Focus Home Interactive
8604,Namco Bandai Games
8605,Zoo Digital Publishing
8606,Vivendi Games
8607,Midway Games
8608,THQ
8609,Ubisoft
8610,Ubisoft
8611,Konami Digital Entertainment
8612,Focus Home Interactive
8613,Crave Entertainment
8614,Sony Computer Entertainment
8615,THQ
8616,Namco Bandai Games
8617,Success
8618,Electronic Arts
8619,Banpresto
8620,Ubisoft
8621,Sony Computer Entertainment
8622,Unknown
8623,Take-Two Interactive
8624,D3Publisher
8625,Empire Interactive
8626,Atari
8627,Electronic Arts
8628,Destineer
8629,Tecmo Koei
8630,Sony Computer Entertainment
8631,THQ
8632,Ubisoft
8633,Warner Bros. Interactive Entertainment
8634,Sega
8635,Konami Digital Entertainment
8636,Imagineer
8637,Ubisoft
8638,Konami Digital Entertainment
8639,Warner Bros. Interactive Entertainment
8640,Konami Digital Entertainment
8641,Capcom
8642,Midway Games
8643,Nintendo
8644,Square
8645,D3Publisher
8646,Namco Bandai Games
8647,DTP Entertainment
8648,THQ
8649,Destineer
8650,Electronic Arts
8651,Spike
8652,Sega
8653,Take-Two Interactive
8654,City Interactive
8655,505 Games
8656,THQ
8657,THQ
8658,Nippon Ichi Software
8659,Sega
8660,Syscom
8661,Aspyr
8662,Electronic Arts
8663,Konami Digital Entertainment
8664,Acclaim Entertainment
8665,Play It
8666,Rising Star Games
8667,Ubisoft
8668,Electronic Arts
8669,Sony Computer Entertainment
8670,Namco Bandai Games
8671,Electronic Arts
8672,THQ
8673,Activision
8674,Atari
8675,Arc System Works
8676,Activision
8677,THQ
8678,Sega
8679,Codemasters
8680,Nintendo
8681,Konami Digital Entertainment
8682,Crave Entertainment
8683,THQ
8684,THQ
8685,Microsoft Game Studios
8686,Ubisoft
8687,Ubisoft
8688,Sega
8689,AQ Interactive
8690,Electronic Arts
8691,Konami Digital Entertainment
8692,THQ
8693,Vivendi Games
8694,Telltale Games
8695,Square Enix
8696,505 Games
8697,Activision
8698,Namco Bandai Games
8699,Eidos Interactive
8700,Nordic Games
8701,THQ
8702,Namco Bandai Games
8703,Activision
8704,Ubisoft
8705,MTV Games
8706,Marvelous Interactive
8707,Activision
8708,Ubisoft Annecy
8709,Unknown
8710,TDK Mediactive
8711,White Park Bay Software
8712,System 3
8713,Vatical Entertainment
8714,Electronic Arts
8715,Take-Two Interactive
8716,Ubisoft
8717,Activision
8718,Sony Computer Entertainment
8719,Sony Computer Entertainment
8720,BMG Interactive Entertainment
8721,Sega
8722,Crave Entertainment
8723,Namco Bandai Games
8724,Tecmo Koei
8725,Electronic Arts
8726,BAM! Entertainment
8727,Warner Bros. Interactive Entertainment
8728,THQ
8729,THQ
8730,Activision
8731,Ubisoft
8732,Rising Star Games
8733,Konami Digital Entertainment
8734,Codemasters
8735,Avanquest
8736,Activision
8737,Square Enix
8738,Acclaim Entertainment
8739,Acclaim Entertainment
8740,Take-Two Interactive
8741,Namco Bandai Games
8742,Tecmo Koei
8743,Microsoft Game Studios
8744,Sega
8745,Take-Two Interactive
8746,Electronic Arts
8747,THQ
8748,Daedalic
8749,Natsume
8750,Electronic Arts
8751,Electronic Arts
8752,Acclaim Entertainment
8753,Electronic Arts
8754,GSP
8755,Konami Digital Entertainment
8756,Atari
8757,THQ
8758,Sony Computer Entertainment
8759,Atari
8760,Activision
8761,Sega
8762,Atari
8763,Konami Digital Entertainment
8764,Ubisoft
8765,Zoo Digital Publishing
8766,Disney Interactive Studios
8767,Square Enix
8768,City Interactive
8769,Deep Silver
8770,Bethesda Softworks
8771,Atari
8772,
8773,Namco Bandai Games
8774,THQ
8775,GT Interactive
8776,Tecmo Koei
8777,Microsoft Game Studios
8778,Konami Digital Entertainment
8779,Sony Computer Entertainment
8780,Eidos Interactive
8781,Square Enix
8782,Activision
8783,Global Star
8784,Deep Silver
8785,Kadokawa Shoten
8786,Vivendi Games
8787,Konami Digital Entertainment
8788,Ubisoft
8789,Zoo Digital Publishing
8790,THQ
8791,Sega
8792,Nippon Ichi Software
8793,Konami Digital Entertainment
8794,THQ
8795,THQ
8796,D3Publisher
8797,Mindscape
8798,Namco Bandai Games
8799,Konami Digital Entertainment
8800,THQ
8801,Square Enix
8802,Take-Two Interactive
8803,Namco Bandai Games
8804,Activision
8805,D3Publisher
8806,Sega
8807,Take-Two Interactive
8808,Ignition Entertainment
8809,Activision
8810,Konami Digital Entertainment
8811,Sega
8812,SquareSoft
8813,Namco Bandai Games
8814,Ubisoft
8815,Majesco Entertainment
8816,Tomy Corporation
8817,Sega
8818,Take-Two Interactive
8819,Sony Computer Entertainment
8820,Capcom
8821,Sony Computer Entertainment
8822,Astragon
8823,Electronic Arts
8824,Electronic Arts
8825,DTP Entertainment
8826,Sega
8827,Unknown
8828,Electronic Arts
8829,Game Factory
8830,Capcom
8831,Square Enix
8832,Namco Bandai Games
8833,Atari
8834,Atari
8835,GungHo
8836,Imagineer
8837,Sony Computer Entertainment
8838,D3Publisher
8839,Activision
8840,Xplosiv
8841,EA Games
8842,Ignition Entertainment
8843,Sony Computer Entertainment
8844,Atari
8845,Namco Bandai Games
8846,Unknown
8847,Konami Digital Entertainment
8848,Namco Bandai Games
8849,Disney Interactive Studios
8850,
8851,Electronic Arts
8852,Nippon Ichi Software
8853,Titus
8854,Sega
8855,Activision
8856,Sony Computer Entertainment
8857,Sony Computer Entertainment
8858,Marvelous Entertainment
8859,THQ
8860,Activision
8861,Electronic Arts
8862,Electronic Arts
8863,Media Factory
8864,Epoch
8865,Take-Two Interactive
8866,Vic Tokai
8867,Nihon Falcom Corporation
8868,Acclaim Entertainment
8869,Destineer
8870,Ubisoft
8871,Activision
8872,Rage Software
8873,Empire Interactive
8874,Nippon Ichi Software
8875,JoWood Productions
8876,Sega
8877,Nintendo
8878,Destineer
8879,THQ
8880,Activision
8881,Activision
8882,THQ
8883,Konami Digital Entertainment
8884,Codemasters
8885,Activision
8886,505 Games
8887,Vivendi Games
8888,MTV Games
8889,Mindscape
8890,Acclaim Entertainment
8891,THQ
8892,Tecmo Koei
8893,Take-Two Interactive
8894,Activision
8895,Konami Digital Entertainment
8896,Ubisoft
8897,Namco Bandai Games
8898,
8899,Ubisoft
8900,Nintendo
8901,Empire Interactive
8902,Sony Computer Entertainment
8903,Electronic Arts
8904,Capcom
8905,D3Publisher
8906,Namco Bandai Games
8907,Namco Bandai Games
8908,Tecmo Koei
8909,Sega
8910,Capcom
8911,Konami Digital Entertainment
8912,Namco Bandai Games
8913,Konami Digital Entertainment
8914,505 Games
8915,Konami Digital Entertainment
8916,Game Factory
8917,THQ
8918,Sega
8919,Bethesda Softworks
8920,Capcom
8921,Play It
8922,Vivendi Games
8923,Ubisoft
8924,Banpresto
8925,Take-Two Interactive
8926,Namco Bandai Games
8927,Telltale Games
8928,Rising Star Games
8929,Sega
8930,Codemasters
8931,Unknown
8932,Ubisoft
8933,Black Bean Games
8934,Ignition Entertainment
8935,Capcom
8936,Take-Two Interactive
8937,Electronic Arts
8938,Activision
8939,Sega
8940,Codemasters
8941,Ubisoft
8942,Namco Bandai Games
8943,Crave Entertainment
8944,Vivendi Games
8945,Konami Digital Entertainment
8946,Konami Digital Entertainment
8947,Idea Factory
8948,Nippon Columbia
8949,Square Enix
8950,Electronic Arts
8951,Namco Bandai Games
8952,Konami Digital Entertainment
8953,Ubisoft
8954,Sega
8955,Electronic Arts
8956,Deep Silver
8957,Crystal Dynamics
8958,Vivendi Games
8959,Sega
8960,Atlus
8961,505 Games
8962,Sega
8963,Sony Computer Entertainment
8964,Namco Bandai Games
8965,Namco Bandai Games
8966,Black Bean Games
8967,Atari
8968,Sony Computer Entertainment
8969,Vivendi Games
8970,Ubisoft
8971,Konami Digital Entertainment
8972,Activision
8973,Eidos Interactive
8974,Activision
8975,Namco Bandai Games
8976,Sony Computer Entertainment
8977,Unknown
8978,Electronic Arts
8979,Acclaim Entertainment
8980,The Adventure Company
8981,Electronic Arts
8982,Namco Bandai Games
8983,Sega
8984,Konami Digital Entertainment
8985,THQ
8986,Namco Bandai Games
8987,THQ
8988,Zoo Digital Publishing
8989,Sony Computer Entertainment
8990,Tecmo Koei
8991,Activision
8992,Crave Entertainment
8993,Ignition Entertainment
8994,Midway Games
8995,Namco Bandai Games
8996,Microsoft Game Studios
8997,Falcom Corporation
8998,Ghostlight
8999,Capcom
9000,Ubisoft
9001,Titus
9002,Namco Bandai Games
9003,Tecmo Koei
9004,Konami Digital Entertainment
9005,Midway Games
9006,Game Arts
9007,Warner Bros. Interactive Entertainment
9008,Empire Interactive
9009,Kadokawa Shoten
9010,D3Publisher
9011,Nippon Ichi Software
9012,Gremlin Interactive Ltd
9013,Activision
9014,Disney Interactive Studios
9015,Media Factory
9016,Sega
9017,Ubisoft
9018,Wanadoo
9019,Sony Computer Entertainment
9020,THQ
9021,Nobilis
9022,Zoo Games
9023,Konami Digital Entertainment
9024,Nintendo
9025,505 Games
9026,Atari
9027,THQ
9028,Electronic Arts
9029,TDK Mediactive
9030,Namco Bandai Games
9031,Tecmo Koei
9032,SouthPeak Games
9033,Psygnosis
9034,Bethesda Softworks
9035,Infogrames
9036,Electronic Arts
9037,Electronic Arts
9038,UFO Interactive
9039,Disney Interactive Studios
9040,Acclaim Entertainment
9041,Ubisoft
9042,System 3 Arcade Software
9043,Codemasters
9044,Activision
9045,THQ
9046,Tecmo Koei
9047,Eidos Interactive
9048,505 Games
9049,THQ
9050,Spike
9051,Warner Bros. Interactive Entertainment
9052,Nintendo
9053,Activision
9054,Enix Corporation
9055,Mindscape
9056,THQ
9057,Ubisoft
9058,Xplosiv
9059,Namco Bandai Games
9060,SquareSoft
9061,505 Games
9062,Electronic Arts
9063,Nippon Ichi Software
9064,Electronic Arts
9065,Arc System Works
9066,Ubisoft
9067,Compile Heart
9068,Black Bean Games
9069,Eidos Interactive
9070,3DO
9071,Eidos Interactive
9072,Broccoli
9073,Marvelous Entertainment
9074,Codemasters
9075,Majesco Entertainment
9076,Namco Bandai Games
9077,Atari
9078,LucasArts
9079,Electronic Arts
9080,Sega
9081,Acquire
9082,D3Publisher
9083,Unknown
9084,Namco Bandai Games
9085,Ubisoft
9086,GungHo
9087,Activision
9088,Namco Bandai Games
9089,Ubisoft Annecy
9090,Acclaim Entertainment
9091,Sony Computer Entertainment
9092,Atlus
9093,Sega
9094,Capcom
9095,Virgin Interactive
9096,Eidos Interactive
9097,SquareSoft
9098,D3Publisher
9099,Sony Computer Entertainment
9100,Empire Interactive
9101,Sony Computer Entertainment
9102,Konami Digital Entertainment
9103,Takara Tomy
9104,Midway Games
9105,Nippon Columbia
9106,Electronic Arts
9107,Acclaim Entertainment
9108,Atari
9109,Konami Digital Entertainment
9110,Deep Silver
9111,D3Publisher
9112,Infogrames
9113,Take-Two Interactive
9114,Ubisoft
9115,Nintendo
9116,Zoo Digital Publishing
9117,THQ
9118,THQ
9119,Touchstone
9120,Zoo Digital Publishing
9121,Electronic Arts
9122,THQ
9123,Activision Value
9124,Sunsoft
9125,Tomy Corporation
9126,Sony Computer Entertainment
9127,General Entertainment
9128,Excalibur Publishing
9129,Electronic Arts
9130,Sony Computer Entertainment
9131,Acquire
9132,THQ
9133,Capcom
