Rank,Publisher
9134,Ubisoft
9135,Namco Bandai Games
9136,Vivendi Games
9137,505 Games
9138,Square Enix
9139,Banpresto
9140,Electronic Arts
9141,SouthPeak Games
9142,Sony Computer Entertainment
9143,Play It
9144,Namco Bandai Games
9145,Activision
9146,Ubisoft
9147,Ubisoft
9148,Sony Computer Entertainment
9149,Sony Computer Entertainment
9150,Sony Computer Entertainment
9151,Warner Bros. Interactive Entertainment
9152,Nippon Ichi Software
9153,Unknown
9154,Codemasters
9155,THQ
9156,Virgin Interactive
9157,GT Interactive
9158,Sunsoft
9159,Warner Bros. Interactive Entertainment
9160,Capcom
9161,Atari
9162,Electronic Arts
9163,Codemasters
9164,Sony Computer Entertainment
9165,THQ
9166,Acclaim Entertainment
9167,Destineer
9168,Mindscape
9169,Sony Computer Entertainment
9170,Ubisoft
9171,Kemco
9172,D3Publisher
9173,Unknown
9174,Activision
9175,Vivendi Games
9176,Capcom
9177,Atari
9178,Activision
9179,Vivendi Games
9180,Atari
9181,Mattel Interactive
9182,TDK Mediactive
9183,Imadio
9184,Rising Star Games
9185,Microsoft Game Studios
9186,Capcom
9187,Acclaim Entertainment
9188,Disney Interactive Studios
9189,Konami Digital Entertainment
9190,Take-Two Interactive
9191,Swing! Entertainment
9192,Konami Digital Entertainment
9193,Konami Digital Entertainment
9194,Capcom
9195,Mindscape
9196,Activision
9197,Midway Games
9198,SNK
9199,Telltale Games
9200,505 Games
9201,Take-Two Interactive
9202,Electronic Arts
9203,Konami Digital Entertainment
9204,Unknown
9205,Electronic Arts
9206,Disney Interactive Studios
9207,Unknown
9208,Activision
9209,Virgin Interactive
9210,Ubisoft
9211,Konami Digital Entertainment
9212,Sony Computer Entertainment
9213,Ubisoft Annecy
9214,Activision Value
9215,D3Publisher
9216,Take-Two Interactive
9217,Virgin Interactive
9218,SouthPeak Games
9219,THQ
9220,Namco Bandai Games
9221,Oxygen Interactive
9222,Sony Music Entertainment
9223,Aqua Plus
9224,505 Games
9225,NEC
9226,Capcom
9227,Atlus
9228,Take-Two Interactive
9229,Activision
9230,Konami Digital Entertainment
9231,Electronic Arts
9232,Paradox Interactive
9233,Sega
9234,Sony Computer Entertainment
9235,Electronic Arts
9236,Ubisoft
9237,Sony Computer Entertainment
9238,Vivendi Games
9239,SouthPeak Games
9240,Namco Bandai Games
9241,Activision
9242,Nippon Ichi Software
9243,Sony Computer Entertainment
9244,Sega
9245,Namco Bandai Games
9246,505 Games
9247,Scholastic Inc.
9248,Atari
9249,Electronic Arts
9250,Ubisoft
9251,Brash Entertainment
9252,Ubisoft
9253,Unknown
9254,Electronic Arts
9255,Capcom
9256,Take-Two Interactive
9257,Midway Games
9258,THQ
9259,Sega
9260,Take-Two Interactive
9261,Capcom
9262,Sega
9263,PQube
9264,Atari
9265,Bethesda Softworks
9266,Sony Computer Entertainment Europe
9267,Deep Silver
9268,Hip Interactive
9269,THQ
9270,City Interactive
9271,THQ
9272,Electronic Arts
9273,Sega
9274,Rising Star Games
9275,Namco Bandai Games
9276,THQ
9277,Tecmo Koei
9278,Sega
9279,JoWood Productions
9280,LEGO Media
9281,Avanquest
9282,Konami Digital Entertainment
9283,Ubisoft
9284,DreamCatcher Interactive
9285,Ubisoft
9286,Nintendo
9287,Konami Digital Entertainment
9288,Electronic Arts
9289,THQ
9290,Sony Computer Entertainment America
9291,Electronic Arts
9292,Warner Bros. Interactive Entertainment
9293,Acclaim Entertainment
9294,Sega
9295,Sony Computer Entertainment
9296,Sony Computer Entertainment
9297,Deep Silver
9298,Majesco Entertainment
9299,Atari
9300,Namco Bandai Games
9301,Ubisoft
9302,Sony Computer Entertainment
9303,Nintendo
9304,Ubisoft
9305,Virgin Interactive
9306,Electronic Arts
9307,Warner Bros. Interactive Entertainment
9308,Focus Home Interactive
9309,505 Games
9310,Acclaim Entertainment
9311,Acclaim Entertainment
9312,Disney Interactive Studios
9313,Activision
9314,Ubisoft
9315,Konami Digital Entertainment
9316,Tripwire Interactive
9317,Electronic Arts
9318,THQ
9319,Ubisoft
9320,Activision
9321,Eidos Interactive
9322,Sega
9323,Ubisoft
9324,Activision
9325,Activision
9326,Acclaim Entertainment
9327,Namco Bandai Games
9328,Nihon Falcom Corporation
9329,THQ
9330,Ubisoft
9331,Ubisoft
9332,Atari
9333,Midway Games
9334,Ubisoft
9335,Infogrames
9336,Square Enix
9337,Electronic Arts
9338,Tecmo Koei
9339,Rocket Company
9340,GT Interactive
9341,Konami Digital Entertainment
9342,Banpresto
9343,Konami Digital Entertainment
9344,Take-Two Interactive
9345,Sting
9346,Ubisoft
9347,Majesco Entertainment
9348,Konami Digital Entertainment
9349,Deep Silver
9350,D3Publisher
9351,Gathering of Developers
9352,Banpresto
9353,Activision
9354,Konami Digital Entertainment
9355,Sega
9356,Atari
9357,Atari
9358,Take-Two Interactive
9359,Konami Digital Entertainment
9360,Atari
9361,Zoo Digital Publishing
9362,Yacht Club Games
9363,Namco Bandai Games
9364,Zoo Digital Publishing
9365,Spike
9366,D3Publisher
9367,Sony Computer Entertainment
9368,Bethesda Softworks
9369,THQ
9370,505 Games
9371,Activision
9372,SCS Software
9373,Capcom
9374,Activision
9375,Konami Digital Entertainment
9376,Ubisoft
9377,Sega
9378,Konami Digital Entertainment
9379,Konami Digital Entertainment
9380,Activision
9381,Sony Computer Entertainment
9382,Activision
9383,Nippon Ichi Software
9384,Tecmo Koei
9385,Midway Games
9386,Namco Bandai Games
9387,Atlus
9388,Take-Two Interactive
9389,DTP Entertainment
9390,Disney Interactive Studios
9391,Activision
9392,Kemco
9393,Midway Games
9394,Atari
9395,Bigben Interactive
9396,Sony Computer Entertainment
9397,THQ
9398,Activision
9399,3DO
9400,Ubisoft
9401,Ubisoft
9402,Activision
9403,Tecmo Koei
9404,Atari
9405,Acquire
9406,505 Games
9407,Ubisoft
9408,Activision
9409,Electronic Arts
9410,Eidos Interactive
9411,Warner Bros. Interactive Entertainment
9412,SouthPeak Games
9413,Konami Digital Entertainment
9414,Sega
9415,Konami Digital Entertainment
9416,Namco Bandai Games
9417,THQ
9418,Sega
9419,Namco Bandai Games
9420,Atlus
9421,Eidos Interactive
9422,Konami Digital Entertainment
9423,THQ
9424,Tecmo Koei
9425,Ubisoft
9426,Foreign Media Games
9427,THQ
9428,Konami Digital Entertainment
9429,Enterbrain
9430,Capcom
9431,THQ
9432,Sony Computer Entertainment
9433,Activision
9434,Eidos Interactive
9435,UFO Interactive
9436,Capcom
9437,Ubisoft
9438,Konami Digital Entertainment
9439,D3Publisher
9440,Tecmo Koei
9441,Sega
9442,Mindscape
9443,THQ
9444,Konami Digital Entertainment
9445,Electronic Arts
9446,Take-Two Interactive
9447,Square Enix
9448,Enterbrain
9449,Havas Interactive
9450,Little Orbit
9451,Sony Computer Entertainment
9452,Ubisoft
9453,Konami Digital Entertainment
9454,Codemasters
9455,Spike
9456,Banpresto
9457,Atari
9458,Namco Bandai Games
9459,Namco Bandai Games
9460,THQ
9461,Destineer
9462,Tecmo Koei
9463,Nintendo
9464,Capcom
9465,Ubisoft
9466,Capcom
9467,THQ
9468,Capcom
9469,Crave Entertainment
9470,Interplay
9471,Midway Games
9472,Tomy Corporation
9473,Ubisoft
9474,Activision
9475,Nippon Ichi Software
9476,Ubisoft
9477,Capcom
9478,Marvelous Interactive
9479,Rising Star Games
9480,Banpresto
9481,Nintendo
9482,Acclaim Entertainment
9483,Konami Digital Entertainment
9484,Ubisoft
9485,Activision
9486,Electronic Arts
9487,TDK Mediactive
9488,Sega
9489,Mastiff
9490,Slitherine Software
9491,Disney Interactive Studios
9492,Activision
9493,Activision
9494,Sony Computer Entertainment
9495,Sega
9496,Activision
9497,Atari
9498,Codemasters
9499,505 Games
9500,Microsoft Game Studios
9501,Atari
9502,Electronic Arts
9503,Eidos Interactive
9504,Sony Computer Entertainment
9505,Take-Two Interactive
9506,Namco Bandai Games
9507,Sony Computer Entertainment
9508,Warner Bros. Interactive Entertainment
9509,Ubisoft
9510,Sega
9511,Vivendi Games
9512,Hudson Soft
9513,505 Games
9514,Ubisoft
9515,Eidos Interactive
9516,PQube
9517,Atari
9518,Vivendi Games
9519,
9520,Zoo Digital Publishing
9521,Activision
9522,Ubisoft
9523,Konami Digital Entertainment
9524,Unknown
9525,Take-Two Interactive
9526,Sega
9527,Ubisoft
9528,Zoo Games
9529,THQ
9530,Disney Interactive Studios
9531,Natsume
9532,Graffiti
9533,D3Publisher
9534,Enterbrain
9535,MTV Games
9536,Sega
9537,Midway Games
9538,Sony Computer Entertainment
9539,Sony Computer Entertainment
9540,Square Enix
9541,Capcom
9542,Warner Bros. Interactive Entertainment
9543,Ghostlight
9544,Funsta
9545,Atari
9546,Ubisoft
9547,Sega
9548,Enix Corporation
9549,Square Enix
9550,Electronic Arts
9551,DTP Entertainment
9552,Konami Digital Entertainment
9553,Electronic Arts
9554,Infogrames
9555,Activision
9556,Codemasters
9557,Sega
9558,Electronic Arts
9559,Activision Value
9560,Acclaim Entertainment
9561,Square Enix
9562,Warner Bros. Interactive Entertainment
9563,Sega
9564,Acclaim Entertainment
9565,Namco Bandai Games
9566,Sega
9567,Ubisoft
9568,3DO
9569,Nintendo
9570,Konami Digital Entertainment
9571,Warner Bros. Interactive Entertainment
9572,Tecmo Koei
9573,Ubisoft
9574,Electronic Arts
9575,Telstar
9576,Capcom
9577,Sega
9578,Sony Computer Entertainment
9579,MTV Games
9580,Take-Two Interactive
9581,Infogrames
9582,LucasArts
9583,Namco Bandai Games
9584,Tecmo Koei
9585,Mud Duck Productions
9586,THQ
9587,Ubisoft
9588,Take-Two Interactive
9589,Tecmo Koei
9590,Enterbrain
9591,Crave Entertainment
9592,Infogrames
9593,Warner Bros. Interactive Entertainment
9594,Sega
9595,Codemasters
9596,Ubisoft
9597,"Destination Software, Inc"
9598,Namco Bandai Games
9599,THQ
9600,Ubisoft
9601,Activision
9602,Activision
9603,XS Games
9604,Electronic Arts
9605,THQ
9606,505 Games
9607,U.S. Gold
9608,Virgin Interactive
9609,Sega
9610,Sega
9611,Activision
9612,3DO
9613,Electronic Arts
9614,Activision
9615,System 3 Arcade Software
9616,Ubisoft
9617,Activision
9618,Zoo Digital Publishing
9619,Sega
9620,NEC Interchannel
9621,DreamWorks Interactive
9622,Ubisoft
9623,Acclaim Entertainment
9624,Game Factory
9625,D3Publisher
9626,Ubisoft
9627,Rising Star Games
9628,Majesco Entertainment
9629,Namco Bandai Games
9630,Data Design Interactive
9631,Level 5
9632,D3Publisher
9633,Midway Games
9634,Namco Bandai Games
9635,Ubisoft
9636,Vivendi Games
9637,Electronic Arts
9638,Take-Two Interactive
9639,Nippon Ichi Software
9640,Activision
9641,Capcom
9642,Konami Digital Entertainment
9643,Atari
9644,Capcom
9645,Microsoft Game Studios
9646,Sony Computer Entertainment
9647,D3Publisher
9648,Take-Two Interactive
9649,Acclaim Entertainment
9650,Konami Digital Entertainment
9651,LucasArts
9652,Activision
9653,Zushi Games
9654,Sega
9655,505 Games
9656,Konami Digital Entertainment
9657,Vivendi Games
9658,Gremlin Interactive Ltd
9659,Game Life
9660,THQ
9661,Sega
9662,Namco Bandai Games
9663,Electronic Arts
9664,Infogrames
9665,Konami Digital Entertainment
9666,Ubisoft
9667,THQ
9668,Sega
9669,Unknown
9670,Warner Bros. Interactive Entertainment
9671,Atlus
9672,Take-Two Interactive
9673,Capcom
9674,Capcom
9675,Vic Tokai
9676,Activision
9677,Disney Interactive Studios
9678,Square Enix
9679,Capcom
9680,Eidos Interactive
9681,Sony Computer Entertainment
9682,Warner Bros. Interactive Entertainment
9683,Sega
9684,Human Entertainment
9685,Namco Bandai Games
9686,Atari
9687,Bethesda Softworks
9688,Konami Digital Entertainment
9689,Midas Interactive Entertainment
9690,MTO
9691,Playlogic Game Factory
9692,Electronic Arts
9693,Ubisoft
9694,Black Bean Games
9695,Human Entertainment
9696,505 Games
9697,TDK Mediactive
9698,Namco Bandai Games
9699,Crave Entertainment
9700,Human Entertainment
9701,Electronic Arts
9702,Deep Silver
9703,D3Publisher
9704,Sammy Corporation
9705,Crave Entertainment
9706,Namco Bandai Games
9707,Electronic Arts
9708,Ubisoft
9709,Namco Bandai Games
9710,Konami Digital Entertainment
9711,From Software
9712,THQ
9713,505 Games
9714,505 Games
9715,Ubisoft
9716,PQube
9717,Psygnosis
9718,Acclaim Entertainment
9719,SNK
9720,Tecmo Koei
9721,D3Publisher
9722,Namco Bandai Games
9723,Ignition Entertainment
9724,D3Publisher
9725,D3Publisher
9726,Activision
9727,Activision
9728,Ubisoft Annecy
9729,Square Enix
9730,Activision
9731,Namco Bandai Games
9732,Tecmo Koei
9733,Midway Games
9734,Zoo Digital Publishing
9735,Virgin Interactive
9736,Namco Bandai Games
9737,Namco Bandai Games
9738,Nintendo
9739,Namco Bandai Games
9740,Psygnosis
9741,Electronic Arts
9742,Majesco Entertainment
9743,Electronic Arts
9744,Ghostlight
9745,Rising Star Games
9746,D3Publisher
9747,THQ
9748,Milestone S.r.l.
9749,Disney Interactive Studios
9750,Take-Two Interactive
9751,
9752,Namco Bandai Games
9753,Tecmo Koei
9754,Zoo Digital Publishing
9755,Warner Bros. Interactive Entertainment
9756,Bigben Interactive
9757,THQ
9758,Hudson Soft
9759,MTV Games
9760,Microsoft Game Studios
9761,Codemasters
9762,Namco Bandai Games
9763,THQ
9764,Namco Bandai Games
9765,Sony Computer Entertainment
9766,System 3 Arcade Software
9767,Sega
9768,BAM! Entertainment
9769,Vivendi Games
9770,Namco Bandai Games
9771,Unknown
9772,Namco Bandai Games
9773,Sega
9774,Take-Two Interactive
9775,DHM Interactive
9776,Rocket Company
9777,Activision
9778,Ubisoft
9779,Activision Value
9780,Capcom
9781,Namco Bandai Games
9782,Atlus
9783,Sony Computer Entertainment
9784,Mindscape
9785,Atari
9786,PQube
9787,Electronic Arts
9788,Sony Computer Entertainment
9789,Electronic Arts
9790,Electronic Arts
9791,Ubisoft
9792,Codemasters
9793,Namco Bandai Games
9794,Ignition Entertainment
9795,Gust
9796,Electronic Arts
9797,Midway Games
9798,Sega
9799,Nippon Ichi Software
9800,Infogrames
9801,Konami Digital Entertainment
9802,Ubisoft
9803,Deep Silver
9804,Konami Digital Entertainment
9805,Disney Interactive Studios
9806,Activision
9807,Namco Bandai Games
9808,Tecmo Koei
9809,Acclaim Entertainment
9810,Namco Bandai Games
9811,Ubisoft
9812,Ubisoft
9813,Namco Bandai Games
9814,Atari
9815,Sony Computer Entertainment
9816,Electronic Arts
9817,Unknown
9818,Acclaim Entertainment
9819,Interplay
9820,Ubisoft
9821,Taito
9822,Unknown
9823,Unknown
9824,Screenlife
9825,Ubisoft
9826,Sega
9827,Game Factory
9828,Take-Two Interactive
9829,Take-Two Interactive
9830,Sega
9831,Zoo Digital Publishing
9832,Activision
9833,THQ
9834,Take-Two Interactive
9835,Deep Silver
9836,THQ
9837,Ubisoft
9838,Namco Bandai Games
9839,Atlus
9840,Zushi Games
9841,Marvelous Entertainment
9842,Unknown
9843,THQ
9844,Sega
9845,FunSoft
9846,Banpresto
9847,Namco Bandai Games
9848,Codemasters
9849,Brash Entertainment
9850,Vivendi Games
9851,Konami Digital Entertainment
9852,Atari
9853,Acclaim Entertainment
9854,Deep Silver
9855,Sony Computer Entertainment
9856,Ubisoft
9857,Telegames
9858,Konami Digital Entertainment
9859,Game Factory
9860,Ubisoft
9861,Konami Digital Entertainment
9862,Activision
9863,Zoo Games
9864,Crave Entertainment
9865,Electronic Arts
9866,Crave Entertainment
9867,Imagineer
9868,Atari
9869,Deep Silver
9870,Unknown
9871,Warner Bros. Interactive Entertainment
9872,Ubisoft
9873,Namco Bandai Games
9874,Midway Games
9875,Capcom
9876,Tecmo Koei
9877,Activision
9878,Eidos Interactive
9879,Sega
9880,Telltale Games
9881,Activision
9882,Sony Computer Entertainment
9883,THQ
9884,Unknown
9885,Square Enix
9886,Acclaim Entertainment
9887,Broccoli
9888,SPS
9889,Playlogic Game Factory
9890,Microsoft Game Studios
9891,Bohemia Interactive
9892,Telltale Games
9893,Konami Digital Entertainment
9894,Namco Bandai Games
9895,THQ
9896,Ubisoft
9897,Ubisoft
9898,Hudson Soft
9899,Midway Games
9900,Sega
9901,Sega
9902,Ubisoft
9903,Acclaim Entertainment
9904,Kalypso Media
9905,Namco Bandai Games
9906,Square Enix
9907,Nippon Ichi Software
9908,PopCap Games
9909,Konami Digital Entertainment
9910,Reef Entertainment
9911,Atlus
9912,Konami Digital Entertainment
9913,Activision
9914,Interplay
9915,Activision Value
9916,Eidos Interactive
9917,SouthPeak Games
9918,Tru Blu Entertainment
9919,Destineer
9920,Idea Factory International
9921,Angel Studios
9922,Namco Bandai Games
9923,Majesco Entertainment
9924,Sega
9925,Moss
9926,Tecmo Koei
9927,Activision
9928,MTV Games
9929,Electronic Arts
9930,Activision
9931,T&E Soft
9932,Konami Digital Entertainment
9933,Activision
9934,Electronic Arts
9935,Spike
9936,Acclaim Entertainment
9937,Warner Bros. Interactive Entertainment
9938,Kadokawa Games
9939,THQ
9940,Sega
9941,Electronic Arts
9942,Namco Bandai Games
9943,Ubisoft
9944,Warner Bros. Interactive Entertainment
9945,D3Publisher
9946,Idea Factory
9947,Vivendi Games
9948,Deep Silver
9949,Sega
9950,Namco Bandai Games
9951,Konami Digital Entertainment
9952,Konami Digital Entertainment
9953,O-Games
9954,THQ
9955,Electronic Arts
9956,Sega
9957,Telegames
9958,Aksys Games
9959,Activision
9960,Capcom
9961,Tecmo Koei
9962,Ubisoft
9963,Global Star
9964,Kadokawa Shoten
9965,Virgin Interactive
9966,Atlus
9967,THQ
9968,Midway Games
9969,Idea Factory International
9970,THQ
9971,Sony Computer Entertainment
9972,Electronic Arts
9973,Ubisoft
9974,From Software
9975,Takara Tomy
9976,Capcom
9977,Activision
9978,Ubisoft
9979,Konami Digital Entertainment
9980,Sony Computer Entertainment
9981,D3Publisher
9982,Nintendo
9983,Warner Bros. Interactive Entertainment
9984,Crave Entertainment
9985,Take-Two Interactive
9986,Namco Bandai Games
9987,JVC
9988,Sega
9989,Ubisoft
9990,NDA Productions
9991,Namco Bandai Games
9992,Electronic Arts
9993,Electronic Arts
9994,Electronic Arts
9995,Deep Silver
9996,THQ
9997,Zoo Games
9998,THQ
9999,Unknown
10000,Sega
10001,Tecmo Koei
10002,Nippon Ichi Software
10003,Ubisoft
10004,Activision
10005,Atari
10006,Tecmo Koei
10007,Gathering of Developers
10008,Deep Silver
10009,Video System
10010,Atari
10011,Metro 3D
10012,Electronic Arts
10013,Konami Digital Entertainment
10014,Take-Two Interactive
10015,Namco Bandai Games
10016,Activision
10017,Midway Games
10018,Konami Digital Entertainment
10019,Sega
10020,Sting
10021,Sega
10022,Atari
10023,Data East
10024,THQ
10025,Square Enix
10026,Electronic Arts
10027,Namco Bandai Games
10028,Acclaim Entertainment
10029,Disney Interactive Studios
10030,Sega
10031,Activision
10032,Electronic Arts
10033,Sony Computer Entertainment
10034,THQ
10035,Global Star
10036,Midway Games
10037,Nintendo
10038,Time Warner Interactive
10039,Electronic Arts
10040,Codemasters
10041,Namco Bandai Games
10042,Konami Digital Entertainment
10043,Empire Interactive
10044,Ubisoft
10045,SouthPeak Games
10046,SouthPeak Games
10047,Bethesda Softworks
10048,Electronic Arts
10049,Square Enix
10050,Electronic Arts
10051,Acclaim Entertainment
10052,Microsoft Game Studios
10053,Gainax Network Systems
10054,Tecmo Koei
10055,Namco Bandai Games
10056,Atlus
10057,Capcom
10058,THQ
10059,Sega
10060,Konami Digital Entertainment
10061,Ackkstudios
10062,Ubisoft
10063,505 Games
10064,Ubisoft
10065,Tecmo Koei
10066,Konami Digital Entertainment
10067,Vivendi Games
10068,Konami Digital Entertainment
10069,Sega
10070,O-Games
10071,THQ
10072,Kemco
10073,THQ
10074,Nintendo
10075,Electronic Arts
10076,Activision
10077,Acclaim Entertainment
10078,PQube
10079,Sony Computer Entertainment
10080,Ignition Entertainment
10081,Namco Bandai Games
10082,Namco Bandai Games
10083,SNK
10084,BMG Interactive Entertainment
10085,Codemasters
10086,Ubisoft
10087,Sega
10088,Activision
10089,Rising Star Games
10090,Namco Bandai Games
10091,Konami Digital Entertainment
10092,Global Star
10093,D3Publisher
10094,Ubisoft
10095,Sega
10096,Electronic Arts
10097,Deep Silver
